sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Newberry Condo Assoc";"May 14, 2026, 10:00:00";"33";"0.38";"0.13";"42.15";"4.45"
"Newberry Condo Assoc";"May 14, 2026, 09:00:00";"33";"0.75";"0.12";"42.08";"5.59"
"Newberry Condo Assoc";"May 14, 2026, 08:00:00";"33";"2.08";"0.14";"43.48";"10.52"
"Newberry Condo Assoc";"May 14, 2026, 07:00:00";"32";"1.54";"0.12";"43.22";"16.09"
"Newberry Condo Assoc";"May 14, 2026, 06:00:00";"29";"2.38";"0.16";"44.07";"18.53"
"Newberry Condo Assoc";"May 14, 2026, 05:00:00";"27";"2.2";"0.11";"43.72";"13.82"
"Newberry Condo Assoc";"May 14, 2026, 04:00:00";"25";"2.39";"0.11";"43.5";"11.98"
"Newberry Condo Assoc";"May 14, 2026, 03:00:00";"23";"3.15";"0.12";"44.42";"20.93"
"Newberry Condo Assoc";"May 14, 2026, 02:00:00";"20";"3.94";"0.14";"46.62";"19.44"
"Newberry Condo Assoc";"May 14, 2026, 01:00:00";"17";"12.19";"0.17";"45.69";"12.98"
"Newberry Condo Assoc";"May 14, 2026, 00:00:00";"15";"12.11";"0.21";"44.11";"9.41"
"Newberry Condo Assoc";"May 13, 2026, 23:00:00";"14";"7.14";"0.17";"40.02";"4.28"
"Newberry Condo Assoc";"May 13, 2026, 22:00:00";"13";"4.37";"0.17";"38.47";"3.7"
"Newberry Condo Assoc";"May 13, 2026, 21:00:00";"13";"3.07";"0.18";"39.84";"2.6"
"Newberry Condo Assoc";"May 13, 2026, 20:00:00";"13";"3.53";"0.23";"42.91";"3.14"
"Newberry Condo Assoc";"May 13, 2026, 19:00:00";"13";"4.52";"0.23";"41.75";"3.11"
"Newberry Condo Assoc";"May 13, 2026, 18:00:00";"13";"3.39";"0.23";"40.56";"3.39"
"Newberry Condo Assoc";"May 13, 2026, 17:00:00";"13";"6.13";"0.27";"44.76";"3.15"
"Newberry Condo Assoc";"May 13, 2026, 16:00:00";"13";"3.96";"0.24";"39.69";"3.21"
"Newberry Condo Assoc";"May 13, 2026, 15:00:00";"12";"0.96";"0.22";"34.79";"3.24"
"Newberry Condo Assoc";"May 13, 2026, 14:00:00";"12";"0.14";"0.22";"36.82";"3.05"
"Newberry Condo Assoc";"May 13, 2026, 13:00:00";"12";"0.3";"0.21";"34.6";"3.29"
"Newberry Condo Assoc";"May 13, 2026, 12:00:00";"12";"1.59";"0.2";"35.31";"3.67"
"Newberry Condo Assoc";"May 13, 2026, 11:00:00";"12";"2.17";"0.2";"35.81";"4.36"
"Newberry Condo Assoc";"May 13, 2026, 10:00:00";"12";"4.85";"0.21";"34.22";"4.46"
"Newberry Condo Assoc";"May 13, 2026, 09:00:00";"11";"6.17";"0.19";"28.72";"4.33"
"Newberry Condo Assoc";"May 13, 2026, 08:00:00";"11";"6.73";"0.17";"26.56";"3.71"
"Newberry Condo Assoc";"May 13, 2026, 07:00:00";"11";"6.23";"0.16";"25.09";"3.25"
"Newberry Condo Assoc";"May 13, 2026, 06:00:00";"11";"3.78";"0.14";"24.59";"3.17"
"Newberry Condo Assoc";"May 13, 2026, 05:00:00";"11";"2.06";"0.13";"26.16";"2.81"
"Newberry Condo Assoc";"May 13, 2026, 04:00:00";"11";"1.59";"0.13";"27.92";"2.39"
"Newberry Condo Assoc";"May 13, 2026, 03:00:00";"11";"1.37";"0.14";"29.5";"2.32"
"Newberry Condo Assoc";"May 13, 2026, 02:00:00";"11";"1.7";"0.15";"29.97";"2.25"
"Newberry Condo Assoc";"May 13, 2026, 01:00:00";"11";"1.61";"0.16";"30.69";"2.02"
"Newberry Condo Assoc";"May 13, 2026, 00:00:00";"11";"2.1";"0.18";"31.47";"1.91"
"Newberry Condo Assoc";"May 12, 2026, 23:00:00";"11";"2.66";"0.2";"32.16";"2.15"
"Newberry Condo Assoc";"May 12, 2026, 22:00:00";"11";"2.8";"0.22";"34.19";"2.51"
"Newberry Condo Assoc";"May 12, 2026, 21:00:00";"11";"2.5";"0.22";"35.39";"2.85"
"Newberry Condo Assoc";"May 12, 2026, 20:00:00";"11";"0.62";"0.21";"33.82";"2.2"
"Newberry Condo Assoc";"May 12, 2026, 19:00:00";"11";"0.36";"0.2";"33.57";"2.25"
"Newberry Condo Assoc";"May 12, 2026, 18:00:00";"11";"0.16";"0.19";"33.27";"2.21"
"Newberry Condo Assoc";"May 12, 2026, 17:00:00";"11";"0.02";"0.2";"32.35";"2.04"
"Newberry Condo Assoc";"May 12, 2026, 16:00:00";"11";"0";"0.19";"32.17";"2.23"
"Newberry Condo Assoc";"May 12, 2026, 15:00:00";"11";"0.09";"0.19";"32.45";"2.54"
"Newberry Condo Assoc";"May 12, 2026, 14:00:00";"11";"0.05";"0.18";"34.07";"3.04"
"Newberry Condo Assoc";"May 12, 2026, 13:00:00";"11";"0.29";"0.16";"34.71";"3.14"
"Newberry Condo Assoc";"May 12, 2026, 12:00:00";"11";"0";"0.15";"35.22";"3"
"Newberry Condo Assoc";"May 12, 2026, 11:00:00";"10";"0";"0.16";"33.47";"2.39"
"Newberry Condo Assoc";"May 12, 2026, 10:00:00";"10";"0.47";"0.15";"31.99";"2.54"
"Newberry Condo Assoc";"May 12, 2026, 09:00:00";"10";"1.02";"0.11";"28.98";"2.13"
"Newberry Condo Assoc";"May 12, 2026, 08:00:00";"10";"3.42";"0.12";"29.41";"2.36"
"Newberry Condo Assoc";"May 12, 2026, 07:00:00";"10";"3.22";"0.1";"28.85";"2.51"
"Newberry Condo Assoc";"May 12, 2026, 06:00:00";"10";"2.64";"0.12";"29.93";"3.03"
"Newberry Condo Assoc";"May 12, 2026, 05:00:00";"10";"3.45";"0.13";"32.01";"4.28"
"Newberry Condo Assoc";"May 12, 2026, 04:00:00";"9";"3.71";"0.12";"33.25";"3.92"
"Newberry Condo Assoc";"May 12, 2026, 03:00:00";"9";"3.14";"0.11";"29.38";"2.79"
"Newberry Condo Assoc";"May 12, 2026, 02:00:00";"9";"2.96";"0.11";"28.48";"2.38"
"Newberry Condo Assoc";"May 12, 2026, 01:00:00";"9";"3.02";"0.12";"26.91";"1.76"
"Newberry Condo Assoc";"May 12, 2026, 00:00:00";"11";"3.47";"0.14";"25.86";"1.87"
"Newberry Condo Assoc";"May 11, 2026, 23:00:00";"12";"7.89";"0.17";"25.99";"1.65"
"Newberry Condo Assoc";"May 11, 2026, 22:00:00";"14";"9.2";"0.19";"26.96";"1.72"
"Newberry Condo Assoc";"May 11, 2026, 21:00:00";"15";"3.7";"0.18";"26.49";"2.12"
"Newberry Condo Assoc";"May 11, 2026, 20:00:00";"15";"0.96";"0.16";"28.3";"1.4"
"Newberry Condo Assoc";"May 11, 2026, 19:00:00";"16";"0.1";"0.12";"28.59";"1.58"
"Newberry Condo Assoc";"May 11, 2026, 18:00:00";"17";"0.03";"0.26";"32.29";"1.72"
"Newberry Condo Assoc";"May 11, 2026, 17:00:00";"18";"0";"0.18";"33.92";"2.32"
"Newberry Condo Assoc";"May 11, 2026, 16:00:00";"19";"0.56";"0.15";"31.36";"3.14"
"Newberry Condo Assoc";"May 11, 2026, 15:00:00";"20";"2.8";"0.15";"30.92";"2.98"
"Newberry Condo Assoc";"May 11, 2026, 14:00:00";"20";"3.89";"0.15";"30.69";"2.85"
"Newberry Condo Assoc";"May 11, 2026, 13:00:00";"20";"2.35";"0.13";"30.37";"2.45"
"Newberry Condo Assoc";"May 11, 2026, 12:00:00";"20";"1.53";"0.09";"29.69";"1.52"
"Newberry Condo Assoc";"May 11, 2026, 11:00:00";"20";"2.26";"0.12";"30.71";"1.81"
"Newberry Condo Assoc";"May 11, 2026, 10:00:00";"20";"2.87";"0.14";"30.77";"2.76"
"Newberry Condo Assoc";"May 11, 2026, 09:00:00";"21";"1.64";"0.11";"28.68";"1.56"
"Newberry Condo Assoc";"May 11, 2026, 08:00:00";"23";"1.63";"0.1";"26.79";"1.5"
"Newberry Condo Assoc";"May 11, 2026, 07:00:00";"25";"0.28";"0.08";"27.16";"1.33"
"Newberry Condo Assoc";"May 11, 2026, 06:00:00";"27";"0";"0.07";"28.49";"1.28"
"Newberry Condo Assoc";"May 11, 2026, 05:00:00";"30";"0";"0.07";"30.29";"1.86"
"Newberry Condo Assoc";"May 11, 2026, 04:00:00";"33";"0";"0.08";"35.19";"2.11"
"Newberry Condo Assoc";"May 11, 2026, 03:00:00";"35";"0";"0.1";"42.02";"3"
"Newberry Condo Assoc";"May 11, 2026, 02:00:00";"37";"0";"0.15";"52.2";"5.31"
"Newberry Condo Assoc";"May 11, 2026, 01:00:00";"38";"0";"0.19";"59.51";"9.56"
"Newberry Condo Assoc";"May 11, 2026, 00:00:00";"37";"0.55";"0.21";"59.38";"9"
"Newberry Condo Assoc";"May 10, 2026, 23:00:00";"37";"0.12";"0.24";"62.31";"10.02"
"Newberry Condo Assoc";"May 10, 2026, 22:00:00";"38";"1.32";"0.26";"62.89";"7.75"
"Newberry Condo Assoc";"May 10, 2026, 21:00:00";"38";"0.1";"0.23";"58.72";"6.02"
"Newberry Condo Assoc";"May 10, 2026, 20:00:00";"38";"0.47";"0.24";"60.56";"7.62"
"Newberry Condo Assoc";"May 10, 2026, 19:00:00";"38";"0.12";"0.25";"57.77";"6.58"
"Newberry Condo Assoc";"May 10, 2026, 18:00:00";"37";"0.56";"0.31";"59.11";"8.82"
"Newberry Condo Assoc";"May 10, 2026, 17:00:00";"36";"0";"0.26";"54.6";"8.55"
"Newberry Condo Assoc";"May 10, 2026, 16:00:00";"35";"0.13";"0.25";"50.56";"4.62"
"Newberry Condo Assoc";"May 10, 2026, 15:00:00";"35";"0";"0.18";"59.12";"2.62"
"Newberry Condo Assoc";"May 10, 2026, 14:00:00";"36";"0";"0.19";"65.29";"2.65"
"Newberry Condo Assoc";"May 10, 2026, 13:00:00";"36";"0";"0.19";"62.59";"2.72"
"Newberry Condo Assoc";"May 10, 2026, 12:00:00";"36";"0";"0.2";"60.68";"3.11"
"Newberry Condo Assoc";"May 10, 2026, 11:00:00";"37";"5.18";"0.29";"57.82";"4.77"
"Newberry Condo Assoc";"May 10, 2026, 10:00:00";"36";"4.61";"0.3";"61.69";"6.55"
"Newberry Condo Assoc";"May 10, 2026, 09:00:00";"36";"6.01";"0.25";"49.67";"11.17"
"Newberry Condo Assoc";"May 10, 2026, 08:00:00";"34";"2.16";"0.25";"44.73";"12.51"
"Newberry Condo Assoc";"May 10, 2026, 07:00:00";"33";"4.28";"0.3";"47.24";"16.04"
"Newberry Condo Assoc";"May 10, 2026, 06:00:00";"30";"0.98";"0.27";"45.14";"17.76"
"Newberry Condo Assoc";"May 10, 2026, 05:00:00";"28";"0.61";"0.24";"41.82";"19.2"
"Newberry Condo Assoc";"May 10, 2026, 04:00:00";"25";"2.8";"0.25";"41.22";"15.58"
"Newberry Condo Assoc";"May 10, 2026, 03:00:00";"23";"1.32";"0.28";"42.88";"12.04"
"Newberry Condo Assoc";"May 10, 2026, 02:00:00";"21";"1.57";"0.28";"42.07";"9.69"
"Newberry Condo Assoc";"May 10, 2026, 01:00:00";"20";"2.77";"0.32";"41.59";"7.63"
"Newberry Condo Assoc";"May 10, 2026, 00:00:00";"19";"4.73";"0.42";"45.95";"8.63"
"Newberry Condo Assoc";"May 9, 2026, 23:00:00";"18";"5.04";"0.45";"47.06";"12.13"
"Newberry Condo Assoc";"May 9, 2026, 22:00:00";"16";"3.89";"0.4";"45.95";"7.51"
"Newberry Condo Assoc";"May 9, 2026, 21:00:00";"15";"1.63";"0.36";"43.67";"9.99"
"Newberry Condo Assoc";"May 9, 2026, 20:00:00";"14";"0.6";"0.24";"36.65";"3.42"
"Newberry Condo Assoc";"May 9, 2026, 19:00:00";"14";"0.02";"0.23";"36.41";"3.36"
"Newberry Condo Assoc";"May 9, 2026, 18:00:00";"13";"0.1";"0.22";"36.52";"3"
"Newberry Condo Assoc";"May 9, 2026, 17:00:00";"13";"0";"0.24";"38.2";"3.59"
"Newberry Condo Assoc";"May 9, 2026, 16:00:00";"13";"0";"0.24";"35.11";"4.15"
"Newberry Condo Assoc";"May 9, 2026, 15:00:00";"13";"0.03";"0.24";"36.34";"4.64"
"Newberry Condo Assoc";"May 9, 2026, 14:00:00";"12";"0.09";"0.24";"37.19";"4.64"
"Newberry Condo Assoc";"May 9, 2026, 13:00:00";"12";"0.62";"0.24";"36.96";"4.94"
"Newberry Condo Assoc";"May 9, 2026, 12:00:00";"12";"0.58";"0.22";"35.49";"4.53"
"Newberry Condo Assoc";"May 9, 2026, 11:00:00";"11";"0.95";"0.22";"31.66";"4.13"
"Newberry Condo Assoc";"May 9, 2026, 10:00:00";"11";"4.16";"0.21";"27.52";"3.27"
"Newberry Condo Assoc";"May 9, 2026, 09:00:00";"11";"3.52";"0.19";"26.65";"2.98"
"Newberry Condo Assoc";"May 9, 2026, 08:00:00";"11";"3.52";"0.17";"24.59";"2.97"
"Newberry Condo Assoc";"May 9, 2026, 07:00:00";"11";"3.99";"0.17";"24.18";"2.76"
"Newberry Condo Assoc";"May 9, 2026, 06:00:00";"11";"1.94";"0.15";"23.28";"2.51"
"Newberry Condo Assoc";"May 9, 2026, 05:00:00";"11";"0.52";"0.14";"23.38";"2.46"
"Newberry Condo Assoc";"May 9, 2026, 04:00:00";"11";"0.46";"0.14";"24.52";"2.36"
"Newberry Condo Assoc";"May 9, 2026, 03:00:00";"12";"0.42";"0.15";"25.68";"2.15"
"Newberry Condo Assoc";"May 9, 2026, 02:00:00";"12";"0.91";"0.15";"25.67";"2.31"
"Newberry Condo Assoc";"May 9, 2026, 01:00:00";"12";"0.54";"0.16";"26.91";"2.5"
"Newberry Condo Assoc";"May 9, 2026, 00:00:00";"12";"1.02";"0.18";"26.89";"2.15"
"Newberry Condo Assoc";"May 8, 2026, 23:00:00";"12";"1.07";"0.19";"28.17";"2.63"
"Newberry Condo Assoc";"May 8, 2026, 22:00:00";"12";"0.78";"0.21";"30.76";"2.7"
"Newberry Condo Assoc";"May 8, 2026, 21:00:00";"12";"0.76";"0.21";"31.51";"2.42"
"Newberry Condo Assoc";"May 8, 2026, 20:00:00";"12";"0.82";"0.2";"30.44";"2.29"
"Newberry Condo Assoc";"May 8, 2026, 19:00:00";"13";"2.3";"0.2";"30.42";"1.9"
"Newberry Condo Assoc";"May 8, 2026, 18:00:00";"13";"0.09";"0.18";"28.68";"2.02"
"Newberry Condo Assoc";"May 8, 2026, 17:00:00";"13";"0";"0.18";"27.78";"2.09"
"Newberry Condo Assoc";"May 8, 2026, 16:00:00";"13";"0.13";"0.17";"30.19";"2.13"
"Newberry Condo Assoc";"May 8, 2026, 15:00:00";"14";"0";"0.17";"32.05";"2.38"
"Newberry Condo Assoc";"May 8, 2026, 14:00:00";"14";"0";"0.17";"30.66";"2.42"
"Newberry Condo Assoc";"May 8, 2026, 13:00:00";"14";"0";"0.15";"30.9";"3.82"
"Newberry Condo Assoc";"May 8, 2026, 12:00:00";"14";"0";"0.15";"32.67";"2.58"
"Newberry Condo Assoc";"May 8, 2026, 11:00:00";"14";"0.54";"0.15";"33.49";"2.68"
"Newberry Condo Assoc";"May 8, 2026, 10:00:00";"14";"2.33";"0.17";"30.18";"2.53"
"Newberry Condo Assoc";"May 8, 2026, 09:00:00";"14";"7.53";"0.17";"28.37";"3.53"
"Newberry Condo Assoc";"May 8, 2026, 08:00:00";"21";"20.97";"0.34";"42.88";"3.94"
"Newberry Condo Assoc";"May 8, 2026, 07:00:00";"16";"16.5";"0.47";"32.73";"3.99"
"Newberry Condo Assoc";"May 8, 2026, 06:00:00";"13";"4.57";"0.15";"26.32";"2.8"
"Newberry Condo Assoc";"May 8, 2026, 05:00:00";"13";"1.11";"0.09";"24.63";"2.69"
"Newberry Condo Assoc";"May 8, 2026, 04:00:00";"13";"1.16";"0.08";"25.73";"2.97"
"Newberry Condo Assoc";"May 8, 2026, 03:00:00";"13";"0.66";"0.08";"28.38";"2.44"
"Newberry Condo Assoc";"May 8, 2026, 02:00:00";"14";"1.43";"0.1";"30.89";"2.36"
"Newberry Condo Assoc";"May 8, 2026, 01:00:00";"15";"7.38";"0.15";"32.03";"3.92"
"Newberry Condo Assoc";"May 8, 2026, 00:00:00";"15";"9.76";"0.19";"30.18";"3.61"
"Newberry Condo Assoc";"May 7, 2026, 23:00:00";"15";"8.79";"0.19";"28.7";"3.23"
"Newberry Condo Assoc";"May 7, 2026, 22:00:00";"14";"5.08";"0.19";"28.02";"3.13"
"Newberry Condo Assoc";"May 7, 2026, 21:00:00";"14";"4.53";"0.2";"29.09";"3.05"
"Newberry Condo Assoc";"May 7, 2026, 20:00:00";"15";"3.71";"0.2";"30.62";"3.46"
"Newberry Condo Assoc";"May 7, 2026, 19:00:00";"15";"3.41";"0.21";"31.85";"3.97"
"Newberry Condo Assoc";"May 7, 2026, 18:00:00";"15";"1.13";"0.2";"34.06";"3.91"
"Newberry Condo Assoc";"May 7, 2026, 17:00:00";"15";"0.25";"0.17";"33.67";"2.73"
"Newberry Condo Assoc";"May 7, 2026, 16:00:00";"16";"0.06";"0.17";"30.82";"3.11"
"Newberry Condo Assoc";"May 7, 2026, 15:00:00";"16";"0";"0.16";"32.04";"3.11"
"Newberry Condo Assoc";"May 7, 2026, 14:00:00";"16";"0.16";"0.15";"33.64";"3.78"
"Newberry Condo Assoc";"May 7, 2026, 13:00:00";"16";"0.13";"0.14";"30.73";"3.72"
"Newberry Condo Assoc";"May 7, 2026, 12:00:00";"17";"0.77";"0.11";"27.84";"2.92"
"Newberry Condo Assoc";"May 7, 2026, 11:00:00";"17";"0.62";"0.1";"27.72";"2.62"
"Newberry Condo Assoc";"May 7, 2026, 10:00:00";"17";"0.28";"0.09";"28.8";"2.42"
"Newberry Condo Assoc";"May 7, 2026, 09:00:00";"18";"0.66";"0.11";"31.49";"2.28"
"Newberry Condo Assoc";"May 7, 2026, 08:00:00";"18";"1";"0.1";"32.31";"2.3"
"Newberry Condo Assoc";"May 7, 2026, 07:00:00";"19";"1.18";"0.1";"34.7";"2.13"
"Newberry Condo Assoc";"May 7, 2026, 06:00:00";"19";"0.37";"0.11";"36.84";"2.45"
"Newberry Condo Assoc";"May 7, 2026, 05:00:00";"19";"0.29";"0.1";"37.49";"3.47"
"Newberry Condo Assoc";"May 7, 2026, 04:00:00";"19";"0.2";"0.1";"37.87";"3.99"
"Newberry Condo Assoc";"May 7, 2026, 03:00:00";"19";"0.07";"0.1";"38.35";"5.62"
"Newberry Condo Assoc";"May 7, 2026, 02:00:00";"19";"0.02";"0.16";"40.05";"8.13"
"Newberry Condo Assoc";"May 7, 2026, 01:00:00";"19";"0.01";"0.14";"42.81";"3.85"
"Newberry Condo Assoc";"May 7, 2026, 00:00:00";"19";"0";"0.16";"45.58";"1.59"
"Newberry Condo Assoc";"May 6, 2026, 23:00:00";"20";"0";"0.18";"50.09";"1.68"
"Newberry Condo Assoc";"May 6, 2026, 22:00:00";"20";"0";"0.2";"57.99";"2.29"
"Newberry Condo Assoc";"May 6, 2026, 21:00:00";"21";"0.32";"0.22";"66.62";"5.44"
"Newberry Condo Assoc";"May 6, 2026, 20:00:00";"20";"0.9";"0.22";"63.44";"5.52"
"Newberry Condo Assoc";"May 6, 2026, 19:00:00";"20";"1.85";"0.25";"64.18";"5.36"
"Newberry Condo Assoc";"May 6, 2026, 18:00:00";"20";"0.29";"0.25";"62.46";"5.18"
"Newberry Condo Assoc";"May 6, 2026, 17:00:00";"20";"0.04";"0.22";"62.9";"4.86"
"Newberry Condo Assoc";"May 6, 2026, 16:00:00";"20";"0.6";"0.22";"61.45";"4.57"
"Newberry Condo Assoc";"May 6, 2026, 15:00:00";"20";"1.94";"0.21";"62.46";"4.4"
"Newberry Condo Assoc";"May 6, 2026, 14:00:00";"20";"4.39";"0.29";"60.8";"4.56"
"Newberry Condo Assoc";"May 6, 2026, 13:00:00";"20";"4.18";"0.21";"55.62";"4.67"
"Newberry Condo Assoc";"May 6, 2026, 12:00:00";"19";"3.59";"0.2";"49.42";"4.53"
"Newberry Condo Assoc";"May 6, 2026, 11:00:00";"20";"3.16";"0.21";"45.36";"5.2"
"Newberry Condo Assoc";"May 6, 2026, 10:00:00";"20";"3.63";"0.22";"42.71";"5.69"
"Newberry Condo Assoc";"May 6, 2026, 09:00:00";"19";"3.36";"0.25";"40.25";"4.86"
"Newberry Condo Assoc";"May 6, 2026, 08:00:00";"20";"3.81";"0.24";"37.67";"4.13"
"Newberry Condo Assoc";"May 6, 2026, 07:00:00";"20";"1.55";"0.21";"35.32";"3.62"
"Newberry Condo Assoc";"May 6, 2026, 06:00:00";"20";"0.7";"0.21";"34.83";"4.15"
"Newberry Condo Assoc";"May 6, 2026, 05:00:00";"20";"0";"0.21";"34.35";"4.3"
"Newberry Condo Assoc";"May 6, 2026, 04:00:00";"19";"0";"0.22";"33.99";"5.02"
"Newberry Condo Assoc";"May 6, 2026, 03:00:00";"19";"0";"0.23";"32.34";"5.22"
"Newberry Condo Assoc";"May 6, 2026, 02:00:00";"19";"0";"0.24";"31.73";"5.84"
"Newberry Condo Assoc";"May 6, 2026, 01:00:00";"18";"0";"0.25";"31.72";"5.25"
"Newberry Condo Assoc";"May 6, 2026, 00:00:00";"18";"0.06";"0.26";"30.7";"5.14"
"Newberry Condo Assoc";"May 5, 2026, 23:00:00";"17";"0";"0.26";"28.63";"4.47"
"Newberry Condo Assoc";"May 5, 2026, 22:00:00";"17";"0.1";"0.27";"27.14";"4.25"
"Newberry Condo Assoc";"May 5, 2026, 21:00:00";"17";"0.05";"0.26";"27.63";"4.24"
"Newberry Condo Assoc";"May 5, 2026, 20:00:00";"16";"1.25";"0.27";"29.98";"4.04"
"Newberry Condo Assoc";"May 5, 2026, 19:00:00";"16";"3.02";"0.28";"32.45";"3.77"
"Newberry Condo Assoc";"May 5, 2026, 18:00:00";"16";"0.43";"0.26";"34.94";"3.98"
"Newberry Condo Assoc";"May 5, 2026, 17:00:00";"16";"0.1";"0.26";"38.21";"3.93"
"Newberry Condo Assoc";"May 5, 2026, 16:00:00";"16";"0";"0.24";"40.62";"4.19"
"Newberry Condo Assoc";"May 5, 2026, 15:00:00";"15";"0";"0.24";"44.25";"4.69"
"Newberry Condo Assoc";"May 5, 2026, 14:00:00";"15";"0";"0.24";"47.6";"4.52"
"Newberry Condo Assoc";"May 5, 2026, 13:00:00";"15";"0";"0.23";"45.83";"4.29"
"Newberry Condo Assoc";"May 5, 2026, 12:00:00";"14";"0";"0.25";"42.24";"4.96"
"Newberry Condo Assoc";"May 5, 2026, 11:00:00";"14";"0.52";"0.26";"37.54";"5.1"
"Newberry Condo Assoc";"May 5, 2026, 10:00:00";"14";"4.12";"0.26";"36.35";"5.47"
"Newberry Condo Assoc";"May 5, 2026, 09:00:00";"13";"7.33";"0.27";"38.36";"6.02"
"Newberry Condo Assoc";"May 5, 2026, 08:00:00";"13";"7.39";"0.25";"33.73";"4.3"
"Newberry Condo Assoc";"May 5, 2026, 07:00:00";"13";"7.18";"0.21";"28.94";"3.68"
"Newberry Condo Assoc";"May 5, 2026, 06:00:00";"13";"4.76";"0.2";"28.6";"3.3"
"Newberry Condo Assoc";"May 5, 2026, 05:00:00";"12";"2.36";"0.18";"30.61";"2.97"
"Newberry Condo Assoc";"May 5, 2026, 04:00:00";"12";"1.37";"0.18";"30.46";"3.18"
"Newberry Condo Assoc";"May 5, 2026, 03:00:00";"12";"1.16";"0.19";"31.71";"3.1"
"Newberry Condo Assoc";"May 5, 2026, 02:00:00";"12";"1.28";"0.19";"33.63";"2.66"
"Newberry Condo Assoc";"May 5, 2026, 01:00:00";"12";"1.16";"0.21";"32.69";"2.31"
"Newberry Condo Assoc";"May 5, 2026, 00:00:00";"12";"6.64";"0.23";"33.03";"2.57"
"Newberry Condo Assoc";"May 4, 2026, 23:00:00";"12";"5.05";"0.23";"32.54";"2.53"
"Newberry Condo Assoc";"May 4, 2026, 22:00:00";"12";"5.83";"0.24";"30.86";"2.74"
"Newberry Condo Assoc";"May 4, 2026, 21:00:00";"12";"3.32";"0.25";"31.51";"2.7"
"Newberry Condo Assoc";"May 4, 2026, 20:00:00";"12";"3.14";"0.24";"28.5";"2.63"
"Newberry Condo Assoc";"May 4, 2026, 19:00:00";"12";"1.98";"0.23";"27.04";"2.83"
"Newberry Condo Assoc";"May 4, 2026, 18:00:00";"12";"0.62";"0.22";"28.04";"3.12"
"Newberry Condo Assoc";"May 4, 2026, 17:00:00";"12";"0";"0.22";"34.75";"2.63"
"Newberry Condo Assoc";"May 4, 2026, 16:00:00";"11";"0";"0.23";"36.6";"2.64"
"Newberry Condo Assoc";"May 4, 2026, 15:00:00";"11";"0";"0.21";"35.28";"2.86"
"Newberry Condo Assoc";"May 4, 2026, 14:00:00";"11";"0";"0.2";"33.62";"2.48"
"Newberry Condo Assoc";"May 4, 2026, 13:00:00";"11";"0";"0.19";"29.96";"2.57"
"Newberry Condo Assoc";"May 4, 2026, 12:00:00";"11";"0.1";"0.19";"30.88";"3.54"
"Newberry Condo Assoc";"May 4, 2026, 11:00:00";"11";"2.33";"0.21";"37.68";"3.43"
"Newberry Condo Assoc";"May 4, 2026, 10:00:00";"11";"7.37";"0.24";"30.24";"3.72"
"Newberry Condo Assoc";"May 4, 2026, 09:00:00";"11";"8.08";"0.2";"22.03";"4.11"
"Newberry Condo Assoc";"May 4, 2026, 08:00:00";"10";"10.19";"0.19";"20.66";"2.89"
"Newberry Condo Assoc";"May 4, 2026, 07:00:00";"10";"7.5";"0.17";"18.77";"2.68"
"Newberry Condo Assoc";"May 4, 2026, 06:00:00";"10";"4.02";"0.14";"18.19";"2.1"
"Newberry Condo Assoc";"May 4, 2026, 05:00:00";"10";"2.94";"0.14";"19.46";"2.18"
"Newberry Condo Assoc";"May 4, 2026, 04:00:00";"10";"2.13";"0.12";"18.22";"2.02"
"Newberry Condo Assoc";"May 4, 2026, 03:00:00";"10";"3.32";"0.14";"19.38";"2.65"
"Newberry Condo Assoc";"May 4, 2026, 02:00:00";"10";"6.98";"0.2";"24";"3.31"
"Newberry Condo Assoc";"May 4, 2026, 01:00:00";"10";"8.1";"0.2";"23.31";"3.43"
"Newberry Condo Assoc";"May 4, 2026, 00:00:00";"10";"9.13";"0.19";"21.17";"3.08"
"Newberry Condo Assoc";"May 3, 2026, 23:00:00";"13";"12.97";"0.27";"23.33";"2.32"
"Newberry Condo Assoc";"May 3, 2026, 22:00:00";"10";"3.81";"0.14";"20.98";"1.66"
"Newberry Condo Assoc";"May 3, 2026, 21:00:00";"10";"1.23";"0.13";"22.47";"1.59"
"Newberry Condo Assoc";"May 3, 2026, 20:00:00";"11";"1.26";"0.14";"23.76";"1.65"
"Newberry Condo Assoc";"May 3, 2026, 19:00:00";"11";"0.94";"0.16";"24.87";"2"
"Newberry Condo Assoc";"May 3, 2026, 18:00:00";"12";"0.77";"0.15";"26.99";"2.21"
"Newberry Condo Assoc";"May 3, 2026, 17:00:00";"12";"0";"0.16";"28.04";"2.13"
"Newberry Condo Assoc";"May 3, 2026, 16:00:00";"12";"0.01";"0.16";"27.8";"2.05"
"Newberry Condo Assoc";"May 3, 2026, 15:00:00";"12";"0.07";"0.17";"28.57";"1.78"
"Newberry Condo Assoc";"May 3, 2026, 14:00:00";"12";"0.36";"0.15";"25.81";"1.95"
"Newberry Condo Assoc";"May 3, 2026, 13:00:00";"13";"0.39";"0.14";"24.22";"1.87"
"Newberry Condo Assoc";"May 3, 2026, 12:00:00";"13";"0";"0.13";"21.56";"2.34"
"Newberry Condo Assoc";"May 3, 2026, 11:00:00";"13";"0.41";"0.12";"18.93";"2.72"
