sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Heritage Farm Museum";"Mar 28, 2026, 02:00:00";"13";"0.56";"0.05";"23.91";"3.57"
"Heritage Farm Museum";"Mar 28, 2026, 01:00:00";"15";"0";"0.06";"25.21";"2.77"
"Heritage Farm Museum";"Mar 28, 2026, 00:00:00";"17";"0.6";"0.09";"26.09";"1.82"
"Heritage Farm Museum";"Mar 27, 2026, 23:00:00";"18";"1.77";"0.12";"27.47";"3.04"
"Heritage Farm Museum";"Mar 27, 2026, 22:00:00";"20";"0.82";"0.11";"26.84";"4.22"
"Heritage Farm Museum";"Mar 27, 2026, 21:00:00";"21";"0.97";"0.11";"26.92";"2.91"
"Heritage Farm Museum";"Mar 27, 2026, 20:00:00";"23";"2.3";"0.11";"26.56";"1.93"
"Heritage Farm Museum";"Mar 27, 2026, 19:00:00";"24";"1.32";"0.11";"26.64";"1.64"
"Heritage Farm Museum";"Mar 27, 2026, 18:00:00";"26";"0.29";"0.14";"26.85";"1.12"
"Heritage Farm Museum";"Mar 27, 2026, 17:00:00";"27";"0.01";"0.16";"29.04";"1.54"
"Heritage Farm Museum";"Mar 27, 2026, 16:00:00";"29";"0.02";"0.17";"30.62";"2.16"
"Heritage Farm Museum";"Mar 27, 2026, 15:00:00";"30";"0";"0.19";"32.76";"1.93"
"Heritage Farm Museum";"Mar 27, 2026, 14:00:00";"31";"0.04";"0.2";"36.59";"2.21"
"Heritage Farm Museum";"Mar 27, 2026, 13:00:00";"33";"0.33";"0.23";"45.45";"1.69"
"Heritage Farm Museum";"Mar 27, 2026, 12:00:00";"34";"1.54";"0.24";"53.4";"1.25"
"Heritage Farm Museum";"Mar 27, 2026, 11:00:00";"36";"2.04";"0.25";"56.81";"1.1"
"Heritage Farm Museum";"Mar 27, 2026, 10:00:00";"37";"2.02";"0.25";"56.34";"1.12"
"Heritage Farm Museum";"Mar 27, 2026, 09:00:00";"39";"1.18";"0.3";"69.34";"1.12"
"Heritage Farm Museum";"Mar 27, 2026, 08:00:00";"41";"1.63";"0.33";"76.81";"1.78"
"Heritage Farm Museum";"Mar 27, 2026, 07:00:00";"42";"0.75";"0.36";"67.47";"1.82"
"Heritage Farm Museum";"Mar 27, 2026, 06:00:00";"43";"0.37";"0.39";"58.46";"2.25"
"Heritage Farm Museum";"Mar 27, 2026, 05:00:00";"44";"0.14";"0.4";"49.58";"8.48"
"Heritage Farm Museum";"Mar 27, 2026, 04:00:00";"44";"0";"0.39";"46.94";"11.27"
"Heritage Farm Museum";"Mar 27, 2026, 03:00:00";"44";"0";"0.4";"43.24";"12.13"
"Heritage Farm Museum";"Mar 27, 2026, 02:00:00";"43";"0";"0.4";"41.98";"12.34"
"Heritage Farm Museum";"Mar 27, 2026, 01:00:00";"41";"0";"0.41";"41.41";"12.48"
"Heritage Farm Museum";"Mar 27, 2026, 00:00:00";"40";"1.1";"0.43";"41.15";"12.05"
"Heritage Farm Museum";"Mar 26, 2026, 23:00:00";"39";"0.55";"0.43";"40";"12.29"
"Heritage Farm Museum";"Mar 26, 2026, 22:00:00";"37";"0";"0.43";"38.08";"11.8"
"Heritage Farm Museum";"Mar 26, 2026, 21:00:00";"36";"0.02";"0.43";"36.82";"10.61"
"Heritage Farm Museum";"Mar 26, 2026, 20:00:00";"35";"0.07";"0.44";"35.9";"10.14"
"Heritage Farm Museum";"Mar 26, 2026, 19:00:00";"34";"0";"0.42";"36.14";"9.99"
"Heritage Farm Museum";"Mar 26, 2026, 18:00:00";"33";"0";"0.43";"36.22";"9.97"
"Heritage Farm Museum";"Mar 26, 2026, 17:00:00";"32";"0";"0.42";"35.06";"9.93"
"Heritage Farm Museum";"Mar 26, 2026, 16:00:00";"31";"0";"0.42";"35.65";"10.32"
"Heritage Farm Museum";"Mar 26, 2026, 15:00:00";"30";"0";"0.41";"36.1";"10.34"
"Heritage Farm Museum";"Mar 26, 2026, 14:00:00";"28";"0";"0.42";"34.78";"9.95"
"Heritage Farm Museum";"Mar 26, 2026, 13:00:00";"27";"0";"0.42";"34";"10.07"
"Heritage Farm Museum";"Mar 26, 2026, 12:00:00";"26";"0.37";"0.41";"35.11";"9.7"
"Heritage Farm Museum";"Mar 26, 2026, 11:00:00";"26";"3.61";"0.37";"30.9";"10.26"
"Heritage Farm Museum";"Mar 26, 2026, 10:00:00";"25";"8.02";"0.33";"26.74";"10.13"
"Heritage Farm Museum";"Mar 26, 2026, 09:00:00";"24";"9.59";"0.31";"24.96";"10.51"
"Heritage Farm Museum";"Mar 26, 2026, 08:00:00";"23";"9.02";"0.26";"23.25";"9.9"
"Heritage Farm Museum";"Mar 26, 2026, 07:00:00";"22";"7.2";"0.23";"22.89";"9.22"
"Heritage Farm Museum";"Mar 26, 2026, 06:00:00";"21";"4.81";"0.22";"23.29";"8.24"
"Heritage Farm Museum";"Mar 26, 2026, 05:00:00";"20";"3.3";"0.21";"22.9";"7.84"
"Heritage Farm Museum";"Mar 26, 2026, 04:00:00";"19";"3.03";"0.22";"22.7";"7.52"
"Heritage Farm Museum";"Mar 26, 2026, 03:00:00";"18";"3.25";"0.22";"22.9";"6.91"
"Heritage Farm Museum";"Mar 26, 2026, 02:00:00";"17";"3.58";"0.2";"22.18";"4.96"
"Heritage Farm Museum";"Mar 26, 2026, 01:00:00";"16";"4.11";"0.2";"22.86";"4.37"
"Heritage Farm Museum";"Mar 26, 2026, 00:00:00";"16";"3.83";"0.22";"22.96";"4.48"
"Heritage Farm Museum";"Mar 25, 2026, 23:00:00";"16";"4.12";"0.23";"22.43";"4.6"
"Heritage Farm Museum";"Mar 25, 2026, 22:00:00";"16";"4.96";"0.24";"22.46";"4.39"
"Heritage Farm Museum";"Mar 25, 2026, 21:00:00";"16";"4.81";"0.25";"21.83";"5.01"
"Heritage Farm Museum";"Mar 25, 2026, 20:00:00";"15";"3.57";"0.23";"21.27";"4.84"
"Heritage Farm Museum";"Mar 25, 2026, 19:00:00";"15";"1.6";"0.25";"22.19";"2.87"
"Heritage Farm Museum";"Mar 25, 2026, 18:00:00";"15";"0.19";"0.26";"23.56";"3.49"
"Heritage Farm Museum";"Mar 25, 2026, 17:00:00";"15";"0.13";"0.26";"26.11";"3.33"
"Heritage Farm Museum";"Mar 25, 2026, 16:00:00";"15";"0.06";"0.29";"27.81";"4.43"
"Heritage Farm Museum";"Mar 25, 2026, 15:00:00";"14";"0";"0.3";"26.54";"3.68"
"Heritage Farm Museum";"Mar 25, 2026, 14:00:00";"14";"1";"0.27";"25.16";"4.05"
"Heritage Farm Museum";"Mar 25, 2026, 13:00:00";"14";"1.42";"0.25";"23.62";"4.83"
"Heritage Farm Museum";"Mar 25, 2026, 12:00:00";"13";"2.47";"0.23";"22.98";"5.82"
"Heritage Farm Museum";"Mar 25, 2026, 11:00:00";"13";"3.57";"0.22";"22.47";"5.03"
"Heritage Farm Museum";"Mar 25, 2026, 10:00:00";"12";"5.61";"0.2";"21.62";"4.89"
"Heritage Farm Museum";"Mar 25, 2026, 09:00:00";"12";"8.35";"0.17";"20.29";"3.91"
"Heritage Farm Museum";"Mar 25, 2026, 08:00:00";"11";"8.89";"0.14";"19.26";"3.31"
"Heritage Farm Museum";"Mar 25, 2026, 07:00:00";"11";"5.9";"0.12";"19.02";"2.92"
"Heritage Farm Museum";"Mar 25, 2026, 06:00:00";"10";"4.75";"0.11";"18.41";"2.28"
"Heritage Farm Museum";"Mar 25, 2026, 05:00:00";"10";"4.25";"0.1";"18.35";"2.34"
"Heritage Farm Museum";"Mar 25, 2026, 04:00:00";"10";"4.36";"0.1";"18.05";"2.38"
"Heritage Farm Museum";"Mar 25, 2026, 03:00:00";"10";"4.44";"0.12";"18.03";"2.26"
"Heritage Farm Museum";"Mar 25, 2026, 02:00:00";"10";"4.73";"0.12";"18.28";"2.38"
"Heritage Farm Museum";"Mar 25, 2026, 01:00:00";"9";"5.14";"0.14";"17.98";"3.52"
"Heritage Farm Museum";"Mar 25, 2026, 00:00:00";"9";"5.3";"0.14";"17.67";"4.13"
"Heritage Farm Museum";"Mar 24, 2026, 23:00:00";"8";"5.83";"0.16";"17.44";"3.21"
"Heritage Farm Museum";"Mar 24, 2026, 22:00:00";"8";"6.6";"0.15";"17.26";"2.42"
"Heritage Farm Museum";"Mar 24, 2026, 21:00:00";"8";"4.32";"0.14";"17.39";"2.14"
"Heritage Farm Museum";"Mar 24, 2026, 20:00:00";"8";"2.74";"0.15";"17.33";"1.9"
"Heritage Farm Museum";"Mar 24, 2026, 19:00:00";"7";"1.64";"0.2";"17.91";"4.31"
"Heritage Farm Museum";"Mar 24, 2026, 18:00:00";"7";"1.13";"0.23";"19.99";"2.61"
"Heritage Farm Museum";"Mar 24, 2026, 17:00:00";"7";"0.17";"0.24";"20.84";"2.2"
"Heritage Farm Museum";"Mar 24, 2026, 16:00:00";"6";"0.38";"0.23";"20.83";"2.72"
"Heritage Farm Museum";"Mar 24, 2026, 15:00:00";"6";"0.91";"0.23";"21.04";"3.21"
"Heritage Farm Museum";"Mar 24, 2026, 14:00:00";"6";"0.1";"0.21";"20.6";"2.54"
"Heritage Farm Museum";"Mar 24, 2026, 13:00:00";"5";"0.07";"0.18";"19.33";"1.85"
"Heritage Farm Museum";"Mar 24, 2026, 12:00:00";"5";"0.12";"0.14";"18.08";"1.84"
"Heritage Farm Museum";"Mar 24, 2026, 11:00:00";"5";"0.67";"0.11";"17.38";"1.65"
"Heritage Farm Museum";"Mar 24, 2026, 10:00:00";"5";"1.57";"0.08";"16.76";"1.6"
"Heritage Farm Museum";"Mar 24, 2026, 09:00:00";"5";"3.49";"0.05";"15.89";"1.27"
"Heritage Farm Museum";"Mar 24, 2026, 08:00:00";"8";"7.42";"0.04";"15.61";"1.2"
"Heritage Farm Museum";"Mar 24, 2026, 07:00:00";"9";"6.53";"0.04";"15.54";"1.14"
"Heritage Farm Museum";"Mar 24, 2026, 06:00:00";"11";"3.92";"0.02";"15.35";"1.28"
"Heritage Farm Museum";"Mar 24, 2026, 05:00:00";"12";"3.28";"0.02";"15.44";"1.08"
"Heritage Farm Museum";"Mar 24, 2026, 04:00:00";"13";"2.65";"0.03";"15.57";"1.04"
"Heritage Farm Museum";"Mar 24, 2026, 03:00:00";"14";"2.43";"0.04";"15.91";"0.96"
"Heritage Farm Museum";"Mar 24, 2026, 02:00:00";"15";"2.41";"0.05";"16.19";"1.04"
"Heritage Farm Museum";"Mar 24, 2026, 01:00:00";"15";"2.2";"0.06";"16.6";"1.14"
"Heritage Farm Museum";"Mar 24, 2026, 00:00:00";"16";"1.86";"0.07";"17.02";"1.15"
"Heritage Farm Museum";"Mar 23, 2026, 23:00:00";"17";"2.13";"0.09";"17.92";"1.12"
"Heritage Farm Museum";"Mar 23, 2026, 22:00:00";"17";"1.45";"0.11";"18.64";"0.91"
"Heritage Farm Museum";"Mar 23, 2026, 21:00:00";"18";"1.17";"0.13";"19.62";"0.79"
"Heritage Farm Museum";"Mar 23, 2026, 20:00:00";"19";"0.85";"0.14";"20.17";"0.98"
"Heritage Farm Museum";"Mar 23, 2026, 19:00:00";"19";"0.2";"0.15";"21.18";"1.15"
"Heritage Farm Museum";"Mar 23, 2026, 18:00:00";"20";"0.02";"0.18";"22.5";"1.11"
"Heritage Farm Museum";"Mar 23, 2026, 17:00:00";"20";"0";"0.18";"24.31";"1.04"
"Heritage Farm Museum";"Mar 23, 2026, 16:00:00";"20";"0";"0.24";"28.6";"1.02"
"Heritage Farm Museum";"Mar 23, 2026, 15:00:00";"21";"0";"0.27";"33.1";"1.01"
"Heritage Farm Museum";"Mar 23, 2026, 14:00:00";"22";"0";"0.29";"39.05";"1.09"
"Heritage Farm Museum";"Mar 23, 2026, 13:00:00";"23";"0";"0.3";"46.33";"0.74"
"Heritage Farm Museum";"Mar 23, 2026, 12:00:00";"24";"0";"0.3";"58.16";"1.59"
"Heritage Farm Museum";"Mar 23, 2026, 11:00:00";"26";"0.57";"0.34";"71.8";"2.2"
"Heritage Farm Museum";"Mar 23, 2026, 10:00:00";"27";"4.64";"0.32";"76.48";"2.34"
"Heritage Farm Museum";"Mar 23, 2026, 09:00:00";"28";"6.93";"0.35";"77.61";"6.57"
"Heritage Farm Museum";"Mar 23, 2026, 08:00:00";"28";"0.04";"0.31";"71.51";"15.94"
"Heritage Farm Museum";"Mar 23, 2026, 07:00:00";"28";"0.29";"0.32";"70.66";"13.21"
"Heritage Farm Museum";"Mar 23, 2026, 06:00:00";"28";"0.21";"0.32";"63.19";"6.63"
"Heritage Farm Museum";"Mar 23, 2026, 05:00:00";"30";"1.35";"0.36";"62.61";"5.05"
"Heritage Farm Museum";"Mar 23, 2026, 04:00:00";"30";"3.71";"0.36";"61.03";"9.27"
"Heritage Farm Museum";"Mar 23, 2026, 03:00:00";"31";"4.85";"0.36";"56.47";"4.47"
"Heritage Farm Museum";"Mar 23, 2026, 02:00:00";"32";"0.73";"0.47";"24.27";"4.17"
"Heritage Farm Museum";"Mar 23, 2026, 01:00:00";"33";"0.03";"0.48";"17.3";"5.13"
"Heritage Farm Museum";"Mar 23, 2026, 00:00:00";"34";"0";"0.48";"11.93";"5.69"
"Heritage Farm Museum";"Mar 22, 2026, 23:00:00";"33";"0";"0.49";"3.07";"5.14"
"Heritage Farm Museum";"Mar 22, 2026, 22:00:00";"33";"0.05";"0.5";"0.88";"4.87"
"Heritage Farm Museum";"Mar 22, 2026, 21:00:00";"33";"0.37";"0.48";"0.7";"3.97"
"Heritage Farm Museum";"Mar 22, 2026, 20:00:00";"34";"0";"0.46";"0.81";"3.78"
"Heritage Farm Museum";"Mar 22, 2026, 19:00:00";"34";"0";"0.43";"2.24";"3.5"
"Heritage Farm Museum";"Mar 22, 2026, 18:00:00";"34";"0";"0.4";"4.03";"3.03"
"Heritage Farm Museum";"Mar 22, 2026, 17:00:00";"34";"0";"0.41";"9.01";"3.25"
"Heritage Farm Museum";"Mar 22, 2026, 16:00:00";"34";"0";"0.45";"14.71";"5.41"
"Heritage Farm Museum";"Mar 22, 2026, 15:00:00";"34";"0";"0.47";"19.85";"6.14"
"Heritage Farm Museum";"Mar 22, 2026, 14:00:00";"34";"0";"0.5";"25.11";"7.35"
"Heritage Farm Museum";"Mar 22, 2026, 13:00:00";"35";"0";"0.51";"34.69";"8.75"
"Heritage Farm Museum";"Mar 22, 2026, 12:00:00";"35";"0.62";"0.49";"35.74";"8.52"
"Heritage Farm Museum";"Mar 22, 2026, 11:00:00";"35";"2.68";"0.44";"30.58";"8.23"
"Heritage Farm Museum";"Mar 22, 2026, 10:00:00";"35";"4.92";"0.39";"25.81";"9.15"
"Heritage Farm Museum";"Mar 22, 2026, 09:00:00";"34";"4.88";"0.33";"20.64";"9"
"Heritage Farm Museum";"Mar 22, 2026, 08:00:00";"34";"2.06";"0.28";"14.27";"14.14"
"Heritage Farm Museum";"Mar 22, 2026, 07:00:00";"33";"1.29";"0.27";"13.65";"16.18"
"Heritage Farm Museum";"Mar 22, 2026, 06:00:00";"31";"1.5";"0.29";"13.67";"13.23"
"Heritage Farm Museum";"Mar 22, 2026, 05:00:00";"30";"2.04";"0.31";"14.75";"10.44"
"Heritage Farm Museum";"Mar 22, 2026, 04:00:00";"29";"3.97";"0.34";"15.09";"9.61"
"Heritage Farm Museum";"Mar 22, 2026, 03:00:00";"28";"4.07";"0.36";"14.65";"10.17"
"Heritage Farm Museum";"Mar 22, 2026, 02:00:00";"26";"4.04";"0.37";"14.03";"11.41"
"Heritage Farm Museum";"Mar 22, 2026, 01:00:00";"24";"3.79";"0.4";"11.71";"9.3"
"Heritage Farm Museum";"Mar 22, 2026, 00:00:00";"24";"2.93";"0.41";"9.45";"5.16"
"Heritage Farm Museum";"Mar 21, 2026, 23:00:00";"24";"2.6";"0.41";"9.2";"4.73"
"Heritage Farm Museum";"Mar 21, 2026, 22:00:00";"23";"2.7";"0.43";"10.86";"5.25"
"Heritage Farm Museum";"Mar 21, 2026, 21:00:00";"23";"2.34";"0.45";"13";"5.32"
"Heritage Farm Museum";"Mar 21, 2026, 20:00:00";"23";"0.09";"0.43";"12.91";"4.96"
"Heritage Farm Museum";"Mar 21, 2026, 19:00:00";"23";"0";"0.41";"9.54";"4.66"
"Heritage Farm Museum";"Mar 21, 2026, 18:00:00";"23";"0";"0.41";"3.28";"4.16"
"Heritage Farm Museum";"Mar 21, 2026, 17:00:00";"23";"0";"0.41";"4.9";"4.41"
"Heritage Farm Museum";"Mar 21, 2026, 16:00:00";"23";"0";"0.42";"9.88";"4.53"
"Heritage Farm Museum";"Mar 21, 2026, 15:00:00";"23";"0";"0.43";"19";"6.86"
"Heritage Farm Museum";"Mar 21, 2026, 14:00:00";"22";"0";"0.42";"24.53";"8.51"
"Heritage Farm Museum";"Mar 21, 2026, 13:00:00";"21";"0";"0.42";"30.43";"9.08"
"Heritage Farm Museum";"Mar 21, 2026, 12:00:00";"21";"0.09";"0.41";"32.98";"8.37"
"Heritage Farm Museum";"Mar 21, 2026, 11:00:00";"20";"1.22";"0.4";"36.79";"9.37"
"Heritage Farm Museum";"Mar 21, 2026, 10:00:00";"20";"5.04";"0.38";"42.91";"5.18"
"Heritage Farm Museum";"Mar 21, 2026, 09:00:00";"20";"4.86";"0.4";"33.41";"7.62"
"Heritage Farm Museum";"Mar 21, 2026, 08:00:00";"19";"0.67";"0.26";"23.7";"0"
"Heritage Farm Museum";"Mar 21, 2026, 07:00:00";"19";"0.23";"0.26";"21.65";"0"
"Heritage Farm Museum";"Mar 21, 2026, 06:00:00";"19";"1.41";"0.27";"23.05";"0"
"Heritage Farm Museum";"Mar 21, 2026, 05:00:00";"19";"4.72";"0.29";"26.88";"5.05"
"Heritage Farm Museum";"Mar 21, 2026, 04:00:00";"19";"8.18";"0.3";"25.53";"2.85"
"Heritage Farm Museum";"Mar 21, 2026, 03:00:00";"20";"6.82";"0.3";"24.05";"2.05"
"Heritage Farm Museum";"Mar 21, 2026, 02:00:00";"20";"3.52";"0.31";"23.85";"2.85"
"Heritage Farm Museum";"Mar 21, 2026, 01:00:00";"21";"1.2";"0.33";"22.51";"6.8"
"Heritage Farm Museum";"Mar 21, 2026, 00:00:00";"20";"6.4";"0.38";"15.28";"3.72"
"Heritage Farm Museum";"Mar 20, 2026, 23:00:00";"20";"5.83";"0.38";"15.46";"3.14"
"Heritage Farm Museum";"Mar 20, 2026, 22:00:00";"21";"4.76";"0.39";"16.17";"3.16"
"Heritage Farm Museum";"Mar 20, 2026, 21:00:00";"21";"6.84";"0.42";"20.4";"3.81"
"Heritage Farm Museum";"Mar 20, 2026, 20:00:00";"21";"6.48";"0.42";"20.71";"5.88"
"Heritage Farm Museum";"Mar 20, 2026, 19:00:00";"21";"3.22";"0.41";"12.42";"4.77"
"Heritage Farm Museum";"Mar 20, 2026, 18:00:00";"21";"0.03";"0.42";"6.27";"3.9"
"Heritage Farm Museum";"Mar 20, 2026, 17:00:00";"21";"0";"0.42";"5.29";"4.12"
"Heritage Farm Museum";"Mar 20, 2026, 16:00:00";"21";"0";"0.41";"6.2";"4.53"
"Heritage Farm Museum";"Mar 20, 2026, 15:00:00";"21";"0";"0.41";"7.38";"4.51"
"Heritage Farm Museum";"Mar 20, 2026, 14:00:00";"21";"0";"0.44";"11.32";"4.93"
"Heritage Farm Museum";"Mar 20, 2026, 13:00:00";"21";"0.09";"0.45";"14.07";"5.46"
"Heritage Farm Museum";"Mar 20, 2026, 12:00:00";"21";"2.46";"0.44";"11.19";"5.97"
"Heritage Farm Museum";"Mar 20, 2026, 11:00:00";"21";"6.65";"0.4";"8.54";"6.41"
"Heritage Farm Museum";"Mar 20, 2026, 10:00:00";"20";"7.9";"0.35";"5.88";"5.29"
"Heritage Farm Museum";"Mar 20, 2026, 09:00:00";"20";"11.46";"0.32";"3.33";"4.98"
"Heritage Farm Museum";"Mar 20, 2026, 08:00:00";"20";"11.86";"0.28";"1.3";"4.84"
"Heritage Farm Museum";"Mar 20, 2026, 07:00:00";"20";"8.49";"0.25";"0.46";"5"
"Heritage Farm Museum";"Mar 20, 2026, 06:00:00";"19";"7.14";"0.24";"0.05";"5.01"
"Heritage Farm Museum";"Mar 20, 2026, 05:00:00";"19";"6.22";"0.25";"0.01";"4.59"
"Heritage Farm Museum";"Mar 20, 2026, 04:00:00";"18";"6.28";"0.25";"0";"4.73"
"Heritage Farm Museum";"Mar 20, 2026, 03:00:00";"18";"6.26";"0.25";"0";"5.42"
"Heritage Farm Museum";"Mar 20, 2026, 02:00:00";"18";"6.26";"0.24";"0";"4.29"
"Heritage Farm Museum";"Mar 20, 2026, 01:00:00";"17";"4.96";"0.24";"0";"3.84"
"Heritage Farm Museum";"Mar 20, 2026, 00:00:00";"17";"5.01";"0.27";"0";"4.45"
"Heritage Farm Museum";"Mar 19, 2026, 23:00:00";"17";"5.56";"0.3";"0";"6.24"
"Heritage Farm Museum";"Mar 19, 2026, 22:00:00";"17";"5.65";"0.31";"0";"5.58"
"Heritage Farm Museum";"Mar 19, 2026, 21:00:00";"16";"5.24";"0.32";"0.06";"5.83"
"Heritage Farm Museum";"Mar 19, 2026, 20:00:00";"16";"3.77";"0.32";"0.36";"4.39"
"Heritage Farm Museum";"Mar 19, 2026, 19:00:00";"15";"1.82";"0.35";"1.34";"4.2"
"Heritage Farm Museum";"Mar 19, 2026, 18:00:00";"15";"0.05";"0.37";"3.49";"4.39"
"Heritage Farm Museum";"Mar 19, 2026, 17:00:00";"15";"0";"0.38";"5.03";"4.55"
"Heritage Farm Museum";"Mar 19, 2026, 16:00:00";"14";"0";"0.41";"5.56";"4.76"
"Heritage Farm Museum";"Mar 19, 2026, 15:00:00";"14";"0.3";"0.37";"4.26";"4.97"
"Heritage Farm Museum";"Mar 19, 2026, 14:00:00";"14";"0.54";"0.36";"3.5";"4.51"
"Heritage Farm Museum";"Mar 19, 2026, 13:00:00";"13";"3.13";"0.34";"1.84";"4.34"
"Heritage Farm Museum";"Mar 19, 2026, 12:00:00";"13";"4.39";"0.31";"0.43";"4.07"
"Heritage Farm Museum";"Mar 19, 2026, 11:00:00";"13";"6.69";"0.28";"0";"4.31"
"Heritage Farm Museum";"Mar 19, 2026, 10:00:00";"12";"8.77";"0.25";"0";"3.59"
"Heritage Farm Museum";"Mar 19, 2026, 09:00:00";"12";"9.43";"0.23";"0";"3.27"
"Heritage Farm Museum";"Mar 19, 2026, 08:00:00";"12";"10.39";"0.23";"0";"3.13"
"Heritage Farm Museum";"Mar 19, 2026, 07:00:00";"12";"7.57";"0.2";"0";"2.76"
"Heritage Farm Museum";"Mar 19, 2026, 06:00:00";"12";"6.85";"0.18";"0";"2.59"
"Heritage Farm Museum";"Mar 19, 2026, 05:00:00";"12";"6.86";"0.17";"0";"2.52"
"Heritage Farm Museum";"Mar 19, 2026, 04:00:00";"12";"6.55";"0.17";"0";"3.06"
"Heritage Farm Museum";"Mar 19, 2026, 03:00:00";"12";"6.62";"0.18";"0";"3.09"
"Heritage Farm Museum";"Mar 19, 2026, 02:00:00";"12";"6.17";"0.18";"0";"3.35"
"Heritage Farm Museum";"Mar 19, 2026, 01:00:00";"12";"6.3";"0.19";"0";"3.21"
"Heritage Farm Museum";"Mar 19, 2026, 00:00:00";"12";"6.77";"0.2";"0";"2.96"
"Heritage Farm Museum";"Mar 18, 2026, 23:00:00";"12";"6.43";"0.2";"0";"2.79"
"Heritage Farm Museum";"Mar 18, 2026, 22:00:00";"11";"6.96";"0.2";"0";"2.75"
"Heritage Farm Museum";"Mar 18, 2026, 21:00:00";"11";"7.11";"0.2";"0";"3.01"
"Heritage Farm Museum";"Mar 18, 2026, 20:00:00";"11";"5.27";"0.19";"0";"2.7"
"Heritage Farm Museum";"Mar 18, 2026, 19:00:00";"11";"2.99";"0.22";"0";"2.76"
"Heritage Farm Museum";"Mar 18, 2026, 18:00:00";"10";"1.72";"0.24";"0";"2.64"
"Heritage Farm Museum";"Mar 18, 2026, 17:00:00";"10";"1.36";"0.24";"0";"2.71"
"Heritage Farm Museum";"Mar 18, 2026, 16:00:00";"10";"1.43";"0.24";"0";"2.82"
"Heritage Farm Museum";"Mar 18, 2026, 15:00:00";"10";"1.82";"0.25";"0";"2.88"
"Heritage Farm Museum";"Mar 18, 2026, 14:00:00";"9";"0.96";"0.23";"0";"2.64"
"Heritage Farm Museum";"Mar 18, 2026, 13:00:00";"9";"0.53";"0.2";"0";"1.98"
"Heritage Farm Museum";"Mar 18, 2026, 12:00:00";"9";"0.65";"0.17";"0";"1.88"
"Heritage Farm Museum";"Mar 18, 2026, 11:00:00";"9";"2.03";"0.16";"0";"2.47"
"Heritage Farm Museum";"Mar 18, 2026, 10:00:00";"9";"4.14";"0.15";"0";"3.59"
"Heritage Farm Museum";"Mar 18, 2026, 09:00:00";"8";"5.23";"0.15";"0";"3.38"
"Heritage Farm Museum";"Mar 18, 2026, 08:00:00";"8";"5.93";"0.14";"0";"3.09"
"Heritage Farm Museum";"Mar 18, 2026, 07:00:00";"7";"6.89";"0.14";"0";"3.12"
"Heritage Farm Museum";"Mar 18, 2026, 06:00:00";"7";"6.13";"0.13";"0";"3.03"
"Heritage Farm Museum";"Mar 18, 2026, 05:00:00";"7";"5.93";"0.13";"0";"2.8"
"Heritage Farm Museum";"Mar 18, 2026, 04:00:00";"6";"5.44";"0.13";"0";"2.64"
"Heritage Farm Museum";"Mar 18, 2026, 03:00:00";"6";"4.82";"0.13";"0";"2.53"
"Heritage Farm Museum";"Mar 18, 2026, 02:00:00";"5";"4.57";"0.13";"0";"2.52"
"Heritage Farm Museum";"Mar 18, 2026, 01:00:00";"5";"4.38";"0.13";"0";"2.09"
"Heritage Farm Museum";"Mar 18, 2026, 00:00:00";"5";"4.67";"0.12";"0";"1.61"
"Heritage Farm Museum";"Mar 17, 2026, 23:00:00";"5";"3.87";"0.13";"0";"1.44"
"Heritage Farm Museum";"Mar 17, 2026, 22:00:00";"4";"3.85";"0.13";"0";"1.41"
"Heritage Farm Museum";"Mar 17, 2026, 21:00:00";"4";"3.55";"0.14";"0";"1.26"
"Heritage Farm Museum";"Mar 17, 2026, 20:00:00";"4";"3.42";"0.15";"0";"1.18"
"Heritage Farm Museum";"Mar 17, 2026, 19:00:00";"4";"2.67";"0.17";"0";"1.3"
"Heritage Farm Museum";"Mar 17, 2026, 18:00:00";"4";"0.91";"0.19";"0";"1.21"
"Heritage Farm Museum";"Mar 17, 2026, 17:00:00";"4";"0.64";"0.22";"0";"1.28"
"Heritage Farm Museum";"Mar 17, 2026, 16:00:00";"4";"1.6";"0.2";"0";"1.49"
"Heritage Farm Museum";"Mar 17, 2026, 15:00:00";"4";"0.94";"0.21";"0";"1.54"
"Heritage Farm Museum";"Mar 17, 2026, 14:00:00";"4";"1.35";"0.19";"0";"1.14"
"Heritage Farm Museum";"Mar 17, 2026, 13:00:00";"5";"0.58";"0.19";"0";"1.14"
"Heritage Farm Museum";"Mar 17, 2026, 12:00:00";"5";"0.43";"0.19";"0";"1.14"
"Heritage Farm Museum";"Mar 17, 2026, 11:00:00";"5";"1.2";"0.17";"0";"1.07"
"Heritage Farm Museum";"Mar 17, 2026, 10:00:00";"5";"1.81";"0.16";"0";"0.98"
"Heritage Farm Museum";"Mar 17, 2026, 09:00:00";"6";"4.71";"0.15";"0";"0.95"
"Heritage Farm Museum";"Mar 17, 2026, 08:00:00";"6";"4.68";"0.13";"0";"0.83"
"Heritage Farm Museum";"Mar 17, 2026, 07:00:00";"6";"2.15";"0.13";"0";"0.71"
"Heritage Farm Museum";"Mar 17, 2026, 06:00:00";"7";"1.66";"0.13";"0";"0.83"
"Heritage Farm Museum";"Mar 17, 2026, 05:00:00";"8";"0";"0.13";"0";"0.62"
