sep=;
"Location";"Date";"AQI";"NO2 (ppb)";"CO (ppm)";"VOCs (ppb)";"PM2.5 (µg/m³)"
"Heritage Farm Museum";"Apr 15, 2026, 03:00:00";"18";"0.86";"0.29";"79.83";"3.98"
"Heritage Farm Museum";"Apr 15, 2026, 02:00:00";"18";"0.69";"0.32";"74.9";"3.78"
"Heritage Farm Museum";"Apr 15, 2026, 01:00:00";"18";"0.42";"0.36";"71.75";"3.18"
"Heritage Farm Museum";"Apr 15, 2026, 00:00:00";"19";"1.24";"0.37";"63.92";"3.03"
"Heritage Farm Museum";"Apr 14, 2026, 23:00:00";"19";"0.59";"0.38";"46.26";"3.46"
"Heritage Farm Museum";"Apr 14, 2026, 22:00:00";"19";"1.64";"0.41";"36.23";"4.36"
"Heritage Farm Museum";"Apr 14, 2026, 21:00:00";"19";"0.58";"0.41";"35.16";"4.82"
"Heritage Farm Museum";"Apr 14, 2026, 20:00:00";"19";"0.13";"0.42";"34.83";"5.17"
"Heritage Farm Museum";"Apr 14, 2026, 19:00:00";"19";"0.12";"0.41";"34.72";"4.82"
"Heritage Farm Museum";"Apr 14, 2026, 18:00:00";"20";"0";"0.38";"33.81";"4.14"
"Heritage Farm Museum";"Apr 14, 2026, 17:00:00";"20";"0";"0.36";"33.97";"3.88"
"Heritage Farm Museum";"Apr 14, 2026, 16:00:00";"20";"0";"0.33";"35.37";"3.6"
"Heritage Farm Museum";"Apr 14, 2026, 15:00:00";"21";"0";"0.33";"37.72";"3.41"
"Heritage Farm Museum";"Apr 14, 2026, 14:00:00";"21";"0";"0.31";"39.16";"3.63"
"Heritage Farm Museum";"Apr 14, 2026, 13:00:00";"22";"0";"0.3";"40.61";"3.35"
"Heritage Farm Museum";"Apr 14, 2026, 12:00:00";"23";"0.06";"0.33";"43.77";"3.82"
"Heritage Farm Museum";"Apr 14, 2026, 11:00:00";"23";"2.45";"0.4";"52.81";"5.42"
"Heritage Farm Museum";"Apr 14, 2026, 10:00:00";"24";"13.05";"0.53";"67.94";"6.79"
"Heritage Farm Museum";"Apr 14, 2026, 09:00:00";"24";"16.29";"0.52";"79.52";"5.91"
"Heritage Farm Museum";"Apr 14, 2026, 08:00:00";"24";"6.22";"0.32";"64.63";"4.28"
"Heritage Farm Museum";"Apr 14, 2026, 07:00:00";"24";"3.54";"0.24";"56.95";"4.4"
"Heritage Farm Museum";"Apr 14, 2026, 06:00:00";"24";"3.49";"0.24";"54.33";"4.41"
"Heritage Farm Museum";"Apr 14, 2026, 05:00:00";"24";"4.75";"0.25";"51.39";"3.97"
"Heritage Farm Museum";"Apr 14, 2026, 04:00:00";"24";"5.48";"0.26";"49";"4.36"
"Heritage Farm Museum";"Apr 14, 2026, 03:00:00";"24";"5.87";"0.28";"49.42";"4"
"Heritage Farm Museum";"Apr 14, 2026, 02:00:00";"24";"0.95";"0.3";"46.25";"4.34"
"Heritage Farm Museum";"Apr 14, 2026, 01:00:00";"24";"0.39";"0.34";"45.4";"4.66"
"Heritage Farm Museum";"Apr 14, 2026, 00:00:00";"23";"5.19";"0.37";"44.07";"4.99"
"Heritage Farm Museum";"Apr 13, 2026, 23:00:00";"23";"3.76";"0.36";"42";"5.08"
"Heritage Farm Museum";"Apr 13, 2026, 22:00:00";"22";"2.21";"0.36";"40.56";"5.3"
"Heritage Farm Museum";"Apr 13, 2026, 21:00:00";"22";"0.09";"0.35";"38.59";"4.94"
"Heritage Farm Museum";"Apr 13, 2026, 20:00:00";"21";"0.08";"0.35";"35.97";"5.48"
"Heritage Farm Museum";"Apr 13, 2026, 19:00:00";"21";"0";"0.36";"36.05";"5.81"
"Heritage Farm Museum";"Apr 13, 2026, 18:00:00";"20";"0";"0.35";"37.2";"5.82"
"Heritage Farm Museum";"Apr 13, 2026, 17:00:00";"20";"0";"0.36";"39.01";"6.13"
"Heritage Farm Museum";"Apr 13, 2026, 16:00:00";"19";"0";"0.35";"39.71";"6.92"
"Heritage Farm Museum";"Apr 13, 2026, 15:00:00";"18";"0";"0.34";"42.04";"6.59"
"Heritage Farm Museum";"Apr 13, 2026, 14:00:00";"17";"0";"0.36";"45.64";"6.82"
"Heritage Farm Museum";"Apr 13, 2026, 13:00:00";"17";"0.36";"0.37";"52.01";"7.12"
"Heritage Farm Museum";"Apr 13, 2026, 12:00:00";"16";"0";"0.34";"52.94";"7.73"
"Heritage Farm Museum";"Apr 13, 2026, 11:00:00";"15";"0";"0.85";"60.56";"8.26"
"Heritage Farm Museum";"Apr 13, 2026, 10:00:00";"14";"1.51";"0.38";"65.52";"7.28"
"Heritage Farm Museum";"Apr 13, 2026, 09:00:00";"14";"3.23";"0.37";"71.18";"6.4"
"Heritage Farm Museum";"Apr 13, 2026, 08:00:00";"13";"5.2";"0.35";"70.92";"5.66"
"Heritage Farm Museum";"Apr 13, 2026, 07:00:00";"13";"4.28";"0.31";"66.02";"4.91"
"Heritage Farm Museum";"Apr 13, 2026, 06:00:00";"12";"3.28";"0.29";"62.36";"4.49"
"Heritage Farm Museum";"Apr 13, 2026, 05:00:00";"12";"3.34";"0.27";"56.95";"3.78"
"Heritage Farm Museum";"Apr 13, 2026, 04:00:00";"12";"3.48";"0.25";"50.34";"3.5"
"Heritage Farm Museum";"Apr 13, 2026, 03:00:00";"13";"4.16";"0.25";"47.16";"3.14"
"Heritage Farm Museum";"Apr 13, 2026, 02:00:00";"13";"3.51";"0.24";"41.91";"2.88"
"Heritage Farm Museum";"Apr 13, 2026, 01:00:00";"13";"2.95";"0.22";"37.62";"2.79"
"Heritage Farm Museum";"Apr 13, 2026, 00:00:00";"14";"3";"0.23";"35.12";"2.55"
"Heritage Farm Museum";"Apr 12, 2026, 23:00:00";"14";"2.76";"0.24";"33.26";"2.11"
"Heritage Farm Museum";"Apr 12, 2026, 22:00:00";"14";"1.9";"0.24";"32.05";"2.08"
"Heritage Farm Museum";"Apr 12, 2026, 21:00:00";"14";"0.93";"0.26";"31.07";"1.92"
"Heritage Farm Museum";"Apr 12, 2026, 20:00:00";"15";"0.06";"0.29";"32.23";"2.24"
"Heritage Farm Museum";"Apr 12, 2026, 19:00:00";"15";"0";"0.31";"32.16";"2.35"
"Heritage Farm Museum";"Apr 12, 2026, 18:00:00";"15";"0";"0.32";"31.27";"2.39"
"Heritage Farm Museum";"Apr 12, 2026, 17:00:00";"14";"0";"0.31";"29.62";"2.33"
"Heritage Farm Museum";"Apr 12, 2026, 16:00:00";"14";"0";"0.31";"30.18";"2.21"
"Heritage Farm Museum";"Apr 12, 2026, 15:00:00";"14";"0";"0.31";"31.66";"2.45"
"Heritage Farm Museum";"Apr 12, 2026, 14:00:00";"14";"0";"0.31";"33.1";"2.59"
"Heritage Farm Museum";"Apr 12, 2026, 13:00:00";"14";"0";"0.31";"37.62";"2.69"
"Heritage Farm Museum";"Apr 12, 2026, 12:00:00";"15";"0";"0.3";"40.62";"3.13"
"Heritage Farm Museum";"Apr 12, 2026, 11:00:00";"15";"0.62";"0.31";"41.84";"3.85"
"Heritage Farm Museum";"Apr 12, 2026, 10:00:00";"15";"2.47";"0.28";"38.07";"3.51"
"Heritage Farm Museum";"Apr 12, 2026, 09:00:00";"15";"4.62";"0.24";"34.05";"3.24"
"Heritage Farm Museum";"Apr 12, 2026, 08:00:00";"15";"6.09";"0.2";"29.63";"3.02"
"Heritage Farm Museum";"Apr 12, 2026, 07:00:00";"15";"3.61";"0.17";"20.96";"3.15"
"Heritage Farm Museum";"Apr 12, 2026, 06:00:00";"15";"3.94";"0.22";"16.13";"3.6"
"Heritage Farm Museum";"Apr 12, 2026, 05:00:00";"15";"5.29";"0.3";"16.7";"5.2"
"Heritage Farm Museum";"Apr 12, 2026, 04:00:00";"15";"4.43";"0.24";"19.4";"5.42"
"Heritage Farm Museum";"Apr 12, 2026, 03:00:00";"15";"3.57";"0.18";"23.85";"3.86"
"Heritage Farm Museum";"Apr 12, 2026, 02:00:00";"15";"6.18";"0.29";"27.13";"4.63"
"Heritage Farm Museum";"Apr 12, 2026, 01:00:00";"15";"8.44";"0.36";"29.94";"6.3"
"Heritage Farm Museum";"Apr 12, 2026, 00:00:00";"15";"3.66";"0.2";"25.87";"3.08"
"Heritage Farm Museum";"Apr 11, 2026, 23:00:00";"15";"3.17";"0.21";"25.5";"3.58"
"Heritage Farm Museum";"Apr 11, 2026, 22:00:00";"15";"2.97";"0.21";"25.39";"3.56"
"Heritage Farm Museum";"Apr 11, 2026, 21:00:00";"16";"1.31";"0.24";"27.17";"2.63"
"Heritage Farm Museum";"Apr 11, 2026, 20:00:00";"16";"0.1";"0.28";"28.49";"2.52"
"Heritage Farm Museum";"Apr 11, 2026, 19:00:00";"17";"0";"0.27";"25.67";"1.74"
"Heritage Farm Museum";"Apr 11, 2026, 18:00:00";"18";"0";"0.28";"22.52";"1.67"
"Heritage Farm Museum";"Apr 11, 2026, 17:00:00";"18";"0";"0.28";"23.34";"1.79"
"Heritage Farm Museum";"Apr 11, 2026, 16:00:00";"18";"0";"0.29";"24.94";"2.56"
"Heritage Farm Museum";"Apr 11, 2026, 15:00:00";"19";"0";"0.29";"26.9";"2.68"
"Heritage Farm Museum";"Apr 11, 2026, 14:00:00";"19";"0";"0.28";"30.09";"2.85"
"Heritage Farm Museum";"Apr 11, 2026, 13:00:00";"20";"0";"0.28";"32.52";"3.59"
"Heritage Farm Museum";"Apr 11, 2026, 12:00:00";"20";"0";"0.26";"34.56";"3.57"
"Heritage Farm Museum";"Apr 11, 2026, 11:00:00";"21";"0";"0.24";"35.2";"3.36"
"Heritage Farm Museum";"Apr 11, 2026, 10:00:00";"22";"0.05";"0.24";"37.5";"3.39"
"Heritage Farm Museum";"Apr 11, 2026, 09:00:00";"23";"0.24";"0.25";"42.52";"3.42"
"Heritage Farm Museum";"Apr 11, 2026, 08:00:00";"24";"2.36";"0.27";"48.96";"3.11"
"Heritage Farm Museum";"Apr 11, 2026, 07:00:00";"24";"2.95";"0.26";"49.47";"4.01"
"Heritage Farm Museum";"Apr 11, 2026, 06:00:00";"25";"2.7";"0.27";"45.62";"4.35"
"Heritage Farm Museum";"Apr 11, 2026, 05:00:00";"26";"2.25";"0.28";"44.19";"4.53"
"Heritage Farm Museum";"Apr 11, 2026, 04:00:00";"27";"2.27";"0.28";"40.56";"4.96"
"Heritage Farm Museum";"Apr 11, 2026, 03:00:00";"27";"1.48";"0.26";"36.68";"5.46"
"Heritage Farm Museum";"Apr 11, 2026, 02:00:00";"28";"0.8";"0.27";"34.97";"4.77"
"Heritage Farm Museum";"Apr 11, 2026, 01:00:00";"28";"1.93";"0.29";"33.63";"4.64"
"Heritage Farm Museum";"Apr 11, 2026, 00:00:00";"28";"2.61";"0.33";"33.62";"5.09"
"Heritage Farm Museum";"Apr 10, 2026, 23:00:00";"29";"3.88";"0.32";"33.68";"6.05"
"Heritage Farm Museum";"Apr 10, 2026, 22:00:00";"29";"2.6";"0.33";"34.08";"5.8"
"Heritage Farm Museum";"Apr 10, 2026, 21:00:00";"29";"1.45";"0.36";"33.63";"5.78"
"Heritage Farm Museum";"Apr 10, 2026, 20:00:00";"30";"0.16";"0.34";"29.46";"5.65"
"Heritage Farm Museum";"Apr 10, 2026, 19:00:00";"30";"0";"0.33";"26.92";"5"
"Heritage Farm Museum";"Apr 10, 2026, 18:00:00";"30";"0";"0.32";"29.08";"4.55"
"Heritage Farm Museum";"Apr 10, 2026, 17:00:00";"30";"0";"0.32";"33.74";"4.44"
"Heritage Farm Museum";"Apr 10, 2026, 16:00:00";"30";"0";"0.33";"35.85";"5.25"
"Heritage Farm Museum";"Apr 10, 2026, 15:00:00";"30";"0";"0.32";"35.79";"4.98"
"Heritage Farm Museum";"Apr 10, 2026, 14:00:00";"29";"0";"0.32";"37.8";"5.67"
"Heritage Farm Museum";"Apr 10, 2026, 13:00:00";"29";"0.01";"0.32";"41.55";"6.58"
"Heritage Farm Museum";"Apr 10, 2026, 12:00:00";"29";"2.01";"0.3";"43.55";"7.85"
"Heritage Farm Museum";"Apr 10, 2026, 11:00:00";"28";"5.7";"0.27";"42.47";"9.7"
"Heritage Farm Museum";"Apr 10, 2026, 10:00:00";"28";"8.29";"0.22";"40.77";"10.33"
"Heritage Farm Museum";"Apr 10, 2026, 09:00:00";"27";"9.36";"0.17";"38.4";"7.21"
"Heritage Farm Museum";"Apr 10, 2026, 08:00:00";"27";"3.5";"0.09";"31.09";"5.03"
"Heritage Farm Museum";"Apr 10, 2026, 07:00:00";"27";"2.88";"0.06";"28.75";"7.15"
"Heritage Farm Museum";"Apr 10, 2026, 06:00:00";"27";"4.58";"0.06";"27.87";"9.38"
"Heritage Farm Museum";"Apr 10, 2026, 05:00:00";"26";"1.81";"0.04";"26.91";"9.17"
"Heritage Farm Museum";"Apr 10, 2026, 04:00:00";"25";"2.43";"0.06";"26.68";"8.77"
"Heritage Farm Museum";"Apr 10, 2026, 03:00:00";"24";"3.91";"0.08";"26.58";"7.78"
"Heritage Farm Museum";"Apr 10, 2026, 02:00:00";"23";"5.4";"0.1";"25.65";"7.33"
"Heritage Farm Museum";"Apr 10, 2026, 01:00:00";"23";"5.32";"0.11";"23.84";"6.6"
"Heritage Farm Museum";"Apr 10, 2026, 00:00:00";"23";"4.94";"0.12";"22.62";"5.7"
"Heritage Farm Museum";"Apr 9, 2026, 23:00:00";"23";"4.47";"0.15";"22.8";"5.82"
"Heritage Farm Museum";"Apr 9, 2026, 22:00:00";"23";"5.01";"0.19";"22.6";"9.75"
"Heritage Farm Museum";"Apr 9, 2026, 21:00:00";"22";"4.44";"0.21";"23.65";"11.33"
"Heritage Farm Museum";"Apr 9, 2026, 20:00:00";"21";"2.79";"0.22";"24.79";"5.58"
"Heritage Farm Museum";"Apr 9, 2026, 19:00:00";"21";"0.53";"0.25";"27.08";"4.52"
"Heritage Farm Museum";"Apr 9, 2026, 18:00:00";"21";"0";"0.27";"28.28";"3.81"
"Heritage Farm Museum";"Apr 9, 2026, 17:00:00";"22";"0";"0.26";"28";"3.65"
"Heritage Farm Museum";"Apr 9, 2026, 16:00:00";"22";"0";"0.25";"28.55";"3.45"
"Heritage Farm Museum";"Apr 9, 2026, 15:00:00";"22";"0";"0.25";"29.35";"3.51"
"Heritage Farm Museum";"Apr 9, 2026, 14:00:00";"23";"0.19";"0.28";"30.48";"4.61"
"Heritage Farm Museum";"Apr 9, 2026, 13:00:00";"23";"0.86";"0.25";"28.7";"5.35"
"Heritage Farm Museum";"Apr 9, 2026, 12:00:00";"23";"2.2";"0.18";"25.58";"5.34"
"Heritage Farm Museum";"Apr 9, 2026, 11:00:00";"23";"3.61";"0.14";"24.82";"5.68"
"Heritage Farm Museum";"Apr 9, 2026, 10:00:00";"22";"5.98";"0.12";"23.74";"5.71"
"Heritage Farm Museum";"Apr 9, 2026, 09:00:00";"22";"8.7";"0.09";"14.07";"5.97"
"Heritage Farm Museum";"Apr 9, 2026, 08:00:00";"22";"8.75";"0.06";"11.06";"5.73"
"Heritage Farm Museum";"Apr 9, 2026, 07:00:00";"21";"6.82";"0.02";"15.52";"5.94"
"Heritage Farm Museum";"Apr 9, 2026, 06:00:00";"21";"7.09";"0.03";"17.44";"4.54"
"Heritage Farm Museum";"Apr 9, 2026, 05:00:00";"20";"6.74";"0.02";"16.67";"3.79"
"Heritage Farm Museum";"Apr 9, 2026, 04:00:00";"20";"5.74";"0.01";"16.43";"3.88"
"Heritage Farm Museum";"Apr 9, 2026, 03:00:00";"20";"5.49";"0.02";"16.78";"4.17"
"Heritage Farm Museum";"Apr 9, 2026, 02:00:00";"20";"7.12";"0.05";"16.87";"4.44"
"Heritage Farm Museum";"Apr 9, 2026, 01:00:00";"19";"8.9";"0.07";"16.66";"5.4"
"Heritage Farm Museum";"Apr 9, 2026, 00:00:00";"19";"8.7";"0.08";"16.78";"6.72"
"Heritage Farm Museum";"Apr 8, 2026, 23:00:00";"18";"8.06";"0.09";"16.92";"7.14"
"Heritage Farm Museum";"Apr 8, 2026, 22:00:00";"17";"7.35";"0.1";"16.48";"5.35"
"Heritage Farm Museum";"Apr 8, 2026, 21:00:00";"16";"6.49";"0.12";"16.5";"4.28"
"Heritage Farm Museum";"Apr 8, 2026, 20:00:00";"16";"4.96";"0.15";"17.7";"5"
"Heritage Farm Museum";"Apr 8, 2026, 19:00:00";"15";"2.74";"0.2";"20.99";"5.33"
"Heritage Farm Museum";"Apr 8, 2026, 18:00:00";"15";"1.49";"0.25";"24.5";"6.08"
"Heritage Farm Museum";"Apr 8, 2026, 17:00:00";"14";"0.35";"0.25";"24.23";"5.28"
"Heritage Farm Museum";"Apr 8, 2026, 16:00:00";"14";"0.37";"0.26";"24.35";"6.2"
"Heritage Farm Museum";"Apr 8, 2026, 15:00:00";"13";"0.57";"0.25";"23.8";"5.64"
"Heritage Farm Museum";"Apr 8, 2026, 14:00:00";"13";"0.42";"0.23";"22.35";"4.98"
"Heritage Farm Museum";"Apr 8, 2026, 13:00:00";"12";"0.59";"0.21";"20.8";"5.59"
"Heritage Farm Museum";"Apr 8, 2026, 12:00:00";"12";"0.65";"0.14";"17.91";"5.15"
"Heritage Farm Museum";"Apr 8, 2026, 11:00:00";"12";"0.99";"0.09";"16.59";"3.89"
"Heritage Farm Museum";"Apr 8, 2026, 10:00:00";"12";"2.01";"0.06";"16.13";"3.75"
"Heritage Farm Museum";"Apr 8, 2026, 09:00:00";"12";"4.58";"0.03";"15.54";"3.27"
"Heritage Farm Museum";"Apr 8, 2026, 08:00:00";"12";"6.81";"0";"15.09";"3.28"
"Heritage Farm Museum";"Apr 8, 2026, 07:00:00";"13";"6.19";"0";"14.33";"3.3"
"Heritage Farm Museum";"Apr 8, 2026, 06:00:00";"13";"4.39";"0";"14.38";"2.77"
"Heritage Farm Museum";"Apr 8, 2026, 05:00:00";"13";"4.21";"0";"14.21";"2.78"
"Heritage Farm Museum";"Apr 8, 2026, 04:00:00";"13";"4.9";"0";"14.37";"2.44"
"Heritage Farm Museum";"Apr 8, 2026, 03:00:00";"13";"4.95";"0";"14.4";"2.27"
"Heritage Farm Museum";"Apr 8, 2026, 02:00:00";"13";"4.94";"0";"14.52";"2.69"
"Heritage Farm Museum";"Apr 8, 2026, 01:00:00";"13";"5.46";"0";"14.78";"1.87"
"Heritage Farm Museum";"Apr 8, 2026, 00:00:00";"14";"5.39";"0.02";"15.12";"1.64"
"Heritage Farm Museum";"Apr 7, 2026, 23:00:00";"14";"5.34";"0.04";"15.44";"1.97"
"Heritage Farm Museum";"Apr 7, 2026, 22:00:00";"14";"5.15";"0.06";"15.67";"1.88"
"Heritage Farm Museum";"Apr 7, 2026, 21:00:00";"14";"4.24";"0.09";"16.26";"1.85"
"Heritage Farm Museum";"Apr 7, 2026, 20:00:00";"14";"2.82";"0.11";"16.74";"2.43"
"Heritage Farm Museum";"Apr 7, 2026, 19:00:00";"14";"1.13";"0.14";"18.33";"2.55"
"Heritage Farm Museum";"Apr 7, 2026, 18:00:00";"14";"0.06";"0.19";"20.71";"2.4"
"Heritage Farm Museum";"Apr 7, 2026, 17:00:00";"14";"0";"0.21";"21.77";"2.46"
"Heritage Farm Museum";"Apr 7, 2026, 16:00:00";"15";"0";"0.22";"22.46";"2.51"
"Heritage Farm Museum";"Apr 7, 2026, 15:00:00";"15";"0";"0.21";"22.99";"1.96"
"Heritage Farm Museum";"Apr 7, 2026, 14:00:00";"15";"0.05";"0.2";"22.62";"2.47"
"Heritage Farm Museum";"Apr 7, 2026, 13:00:00";"15";"0.12";"0.2";"22.73";"3.39"
"Heritage Farm Museum";"Apr 7, 2026, 12:00:00";"15";"0.33";"0.17";"22.3";"4.27"
"Heritage Farm Museum";"Apr 7, 2026, 11:00:00";"15";"0.28";"0.14";"21.52";"4.48"
"Heritage Farm Museum";"Apr 7, 2026, 10:00:00";"15";"0.43";"0.12";"21.43";"3.36"
"Heritage Farm Museum";"Apr 7, 2026, 09:00:00";"15";"1.94";"0.11";"21.7";"2.85"
"Heritage Farm Museum";"Apr 7, 2026, 08:00:00";"15";"5.55";"0.24";"27.23";"12.76"
"Heritage Farm Museum";"Apr 7, 2026, 07:00:00";"17";"3.61";"0.09";"23";"2.2"
"Heritage Farm Museum";"Apr 7, 2026, 06:00:00";"16";"2.86";"0.06";"22.44";"2.87"
"Heritage Farm Museum";"Apr 7, 2026, 05:00:00";"16";"1.83";"0.05";"24.41";"3.46"
"Heritage Farm Museum";"Apr 7, 2026, 04:00:00";"16";"2.18";"0.09";"23.59";"3.02"
"Heritage Farm Museum";"Apr 7, 2026, 03:00:00";"15";"3";"0.13";"26.9";"3.31"
"Heritage Farm Museum";"Apr 7, 2026, 02:00:00";"15";"1.83";"0.15";"26.44";"2.62"
"Heritage Farm Museum";"Apr 7, 2026, 01:00:00";"15";"3.93";"0.19";"27.74";"2.78"
"Heritage Farm Museum";"Apr 7, 2026, 00:00:00";"14";"4.27";"0.19";"31.4";"2.89"
"Heritage Farm Museum";"Apr 6, 2026, 23:00:00";"14";"3.12";"0.16";"26.4";"2.8"
"Heritage Farm Museum";"Apr 6, 2026, 22:00:00";"14";"2.53";"0.18";"26.58";"3.13"
"Heritage Farm Museum";"Apr 6, 2026, 21:00:00";"13";"1.68";"0.17";"23.43";"3.09"
"Heritage Farm Museum";"Apr 6, 2026, 20:00:00";"13";"1.36";"0.19";"22.83";"2.67"
"Heritage Farm Museum";"Apr 6, 2026, 19:00:00";"13";"0.13";"0.21";"23.65";"2.44"
"Heritage Farm Museum";"Apr 6, 2026, 18:00:00";"12";"0";"0.24";"25.25";"2.79"
"Heritage Farm Museum";"Apr 6, 2026, 17:00:00";"12";"0";"0.25";"25.33";"3.27"
"Heritage Farm Museum";"Apr 6, 2026, 16:00:00";"12";"0.08";"0.23";"25.47";"3.71"
"Heritage Farm Museum";"Apr 6, 2026, 15:00:00";"11";"0.02";"0.25";"25.96";"3.87"
"Heritage Farm Museum";"Apr 6, 2026, 14:00:00";"11";"0";"0.23";"25.2";"3.61"
"Heritage Farm Museum";"Apr 6, 2026, 13:00:00";"10";"0";"0.21";"24.53";"3.47"
"Heritage Farm Museum";"Apr 6, 2026, 12:00:00";"10";"0.29";"0.49";"24.12";"3.23"
"Heritage Farm Museum";"Apr 6, 2026, 11:00:00";"9";"0.53";"0.15";"22.9";"2.84"
"Heritage Farm Museum";"Apr 6, 2026, 10:00:00";"9";"1.15";"0.13";"22.51";"2.3"
"Heritage Farm Museum";"Apr 6, 2026, 09:00:00";"10";"2.13";"0.11";"22.53";"1.74"
"Heritage Farm Museum";"Apr 6, 2026, 08:00:00";"10";"5.03";"0.2";"27.2";"24.76"
"Heritage Farm Museum";"Apr 6, 2026, 07:00:00";"6";"3.89";"0.07";"21.58";"1.36"
"Heritage Farm Museum";"Apr 6, 2026, 06:00:00";"7";"2.17";"0.06";"21.67";"1.12"
"Heritage Farm Museum";"Apr 6, 2026, 05:00:00";"7";"0.81";"0.07";"21.41";"1.11"
"Heritage Farm Museum";"Apr 6, 2026, 04:00:00";"8";"0.24";"0.08";"21.46";"1.01"
"Heritage Farm Museum";"Apr 6, 2026, 03:00:00";"8";"0.07";"0.09";"22.41";"0.87"
"Heritage Farm Museum";"Apr 6, 2026, 02:00:00";"9";"0";"0.15";"23.38";"0.83"
"Heritage Farm Museum";"Apr 6, 2026, 01:00:00";"10";"0";"0.15";"23.84";"1.05"
"Heritage Farm Museum";"Apr 6, 2026, 00:00:00";"10";"0";"0.16";"24.43";"1.11"
"Heritage Farm Museum";"Apr 5, 2026, 23:00:00";"11";"0";"0.18";"25.95";"0.85"
"Heritage Farm Museum";"Apr 5, 2026, 22:00:00";"12";"0";"0.18";"27.32";"0.73"
"Heritage Farm Museum";"Apr 5, 2026, 21:00:00";"13";"0";"0.19";"28.5";"0.83"
"Heritage Farm Museum";"Apr 5, 2026, 20:00:00";"14";"0";"0.21";"30.25";"1.07"
"Heritage Farm Museum";"Apr 5, 2026, 19:00:00";"15";"0";"0.24";"35.49";"1.13"
"Heritage Farm Museum";"Apr 5, 2026, 18:00:00";"15";"0";"0.28";"42.78";"0.94"
"Heritage Farm Museum";"Apr 5, 2026, 17:00:00";"16";"0";"0.33";"54.46";"0.74"
"Heritage Farm Museum";"Apr 5, 2026, 16:00:00";"17";"0";"0.3";"60.56";"0.73"
"Heritage Farm Museum";"Apr 5, 2026, 15:00:00";"18";"0";"0.27";"66.51";"0.79"
"Heritage Farm Museum";"Apr 5, 2026, 14:00:00";"19";"0.01";"0.29";"79.06";"0.62"
"Heritage Farm Museum";"Apr 5, 2026, 13:00:00";"20";"0.05";"0.32";"89.45";"0.95"
"Heritage Farm Museum";"Apr 5, 2026, 12:00:00";"21";"0";"0.31";"82.54";"1.08"
"Heritage Farm Museum";"Apr 5, 2026, 11:00:00";"22";"0";"0.35";"80.53";"3.2"
"Heritage Farm Museum";"Apr 5, 2026, 10:00:00";"22";"0";"0.39";"71.85";"4.4"
"Heritage Farm Museum";"Apr 5, 2026, 09:00:00";"23";"0";"0.39";"68.18";"4.19"
"Heritage Farm Museum";"Apr 5, 2026, 08:00:00";"23";"0";"0.38";"62.92";"3.83"
"Heritage Farm Museum";"Apr 5, 2026, 07:00:00";"23";"0";"0.37";"57.32";"3.76"
"Heritage Farm Museum";"Apr 5, 2026, 06:00:00";"24";"0";"0.37";"53.51";"3.82"
"Heritage Farm Museum";"Apr 5, 2026, 05:00:00";"24";"0";"0.38";"51.08";"3.98"
"Heritage Farm Museum";"Apr 5, 2026, 04:00:00";"25";"0";"0.38";"50.32";"4.32"
"Heritage Farm Museum";"Apr 5, 2026, 03:00:00";"25";"0";"0.39";"49.35";"3.98"
"Heritage Farm Museum";"Apr 5, 2026, 02:00:00";"25";"0";"0.39";"48.71";"4.64"
"Heritage Farm Museum";"Apr 5, 2026, 01:00:00";"26";"0";"0.41";"47.14";"5.15"
"Heritage Farm Museum";"Apr 5, 2026, 00:00:00";"26";"0";"0.42";"45.54";"5.46"
"Heritage Farm Museum";"Apr 4, 2026, 23:00:00";"26";"0";"0.43";"42.57";"5.76"
"Heritage Farm Museum";"Apr 4, 2026, 22:00:00";"26";"0";"0.43";"38.91";"6.4"
"Heritage Farm Museum";"Apr 4, 2026, 21:00:00";"26";"0";"0.43";"37.6";"6.61"
"Heritage Farm Museum";"Apr 4, 2026, 20:00:00";"26";"0";"0.41";"34.94";"5.71"
"Heritage Farm Museum";"Apr 4, 2026, 19:00:00";"26";"0";"0.4";"35.39";"5.07"
"Heritage Farm Museum";"Apr 4, 2026, 18:00:00";"26";"0";"0.43";"41.84";"5.45"
"Heritage Farm Museum";"Apr 4, 2026, 17:00:00";"26";"0";"0.42";"45.02";"5.41"
"Heritage Farm Museum";"Apr 4, 2026, 16:00:00";"26";"0";"0.41";"48.45";"5.32"
"Heritage Farm Museum";"Apr 4, 2026, 15:00:00";"26";"0";"0.41";"56.78";"5.54"
"Heritage Farm Museum";"Apr 4, 2026, 14:00:00";"27";"0";"0.42";"59.94";"6.18"
"Heritage Farm Museum";"Apr 4, 2026, 13:00:00";"27";"0";"0.43";"69.21";"6.74"
"Heritage Farm Museum";"Apr 4, 2026, 12:00:00";"27";"0";"0.44";"76.23";"6.91"
"Heritage Farm Museum";"Apr 4, 2026, 11:00:00";"27";"0";"0.44";"84.14";"6.39"
"Heritage Farm Museum";"Apr 4, 2026, 10:00:00";"27";"0.01";"0.44";"89.69";"6.46"
"Heritage Farm Museum";"Apr 4, 2026, 09:00:00";"27";"0.32";"0.4";"85.38";"6.55"
"Heritage Farm Museum";"Apr 4, 2026, 08:00:00";"27";"0";"0.39";"76.59";"6.21"
"Heritage Farm Museum";"Apr 4, 2026, 07:00:00";"27";"0";"0.38";"73.94";"6.4"
